BlockId,sequence
blk_-8213344449220111733,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-9203207203433266408,"[7, 1, 1, 16]"
blk_-4269455850074860629,"[7, 1, 1, 16]"
blk_1103903302069232031,"[7, 1, 1, 16]"
blk_-50592998855094089,"[7, 1]"
blk_6016970584388797504,"[7, 1]"
blk_-3842070622043972712,"[7, 1, 1, 1, 2, 17, 17, 17, 2, 2, 3, 4, 3, 4, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_6505703663224043518,"[7, 1]"
blk_-4112386892632996202,"[7, 1, 1, 16]"
blk_8058817907505911891,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8176753742210481335,"[7, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 3, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_7578577240008252384,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-919439116365725304,"[7, 1, 1, 1, 2, 13, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_7621437832633701631,"[7, 1, 1, 1, 2, 2, 2, 17, 3, 4, 17, 3, 4, 17, 3, 4, 10, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_5647191344005583177,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 1, 11, 12, 2, 5, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-8191677345482862686,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 10, 10, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_7612362880760959356,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-2662417398193586275,"[7, 1, 1, 1, 2, 2, 2, 17, 3, 4, 17, 3, 4, 17, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-4712584287845875396,"[7, 1, 1, 16]"
blk_-6739860488313725269,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 4, 13, 2, 3, 14, 1, 2, 11, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_3584224065406961324,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 2, 11, 1, 12, 5, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_-7057732666118938934,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 2, 11, 1, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_8391490706717686739,"[7, 1, 1, 1, 2, 2, 3, 4, 2, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_8748609602444106276,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_3557914126063085372,"[7, 1, 1, 1, 13, 2, 2, 3, 4, 3, 4, 3, 4, 2, 14, 1, 2, 12, 11, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_349284099419601276,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 14, 13, 1, 2, 12, 11, 2, 5, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_-30639162771126691,"[7, 1, 1, 16]"
blk_4356667732178060953,"[7, 1, 1, 16]"
blk_7231490463136154050,"[7, 1]"
blk_8938338692959143642,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-5410886886439711883,"[7, 1, 1, 1, 14, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 12, 11, 1, 2, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_3844292022306268975,"[7, 1, 1, 16]"
blk_271745319033279389,"[7, 1, 1, 16]"
blk_8367050868814263035,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_5325692556778253782,"[7, 1]"
blk_8838837797955603502,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-3436549335889744100,"[7, 1, 1, 16]"
blk_-1597249921068575545,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 13, 2, 3, 4, 14, 1, 12, 11, 2, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-4304326910587241051,"[7, 1, 1, 1, 20, 2, 2, 2, 3, 4, 3, 4, 3, 4, 21, 1, 1, 2, 11, 12, 2, 11, 5, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-86536490425027391,"[7, 1]"
blk_7745330378458307842,"[7, 1, 1, 16]"
blk_216026994465296073,"[7, 1, 1, 1, 3, 4, 13, 2, 2, 2, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-5462418187886984774,"[7, 1, 1, 1, 17, 17, 2, 2, 2, 3, 4, 17, 3, 4, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_5836709889176378774,"[7, 1, 1, 1, 2, 3, 4, 13, 2, 3, 4, 3, 4, 2, 14, 11, 1, 12, 2, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_2468439833353548974,"[7, 1]"
blk_6291404884140655419,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_4085933465992995945,"[7, 1, 1, 16]"
blk_-5304178986508314412,"[7, 1, 1, 16]"
blk_-3000203287955847711,"[7, 1, 1, 16]"
blk_-730360888507267446,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 1, 2, 12, 11, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-1552272238828007233,"[7, 1, 1, 1, 14, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 2, 12, 11, 1, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-8121081663072488273,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_9097741862555430196,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 8, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9132118022176312425,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-6807617704355293530,"[7, 1, 1, 1, 17, 2, 2, 3, 4, 17, 3, 4, 17, 3, 4, 2, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_-609616929829228112,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7993187890644835536,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 3, 4, 2, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-2607603250149292767,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8239617037971499474,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8560241403245707155,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8433617337354661445,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_8548136394258705026,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8918440911006295945,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_7816926915214177014,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_7233483060617031024,"[7, 1, 1, 1, 17, 17, 17, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_-6148165469951190736,"[7, 1]"
blk_-2265952034166766747,"[7, 1, 1, 16]"
blk_-4947327318483033747,"[7, 1, 1, 16]"
blk_348548634648842426,"[7, 1, 1, 1, 2, 2, 17, 3, 4, 17, 17, 3, 3, 4, 4, 2, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_6568407330504668931,"[7, 1]"
blk_9034114946032467285,"[7, 1, 1, 16]"
blk_-6850031465850265128,"[7, 1]"
blk_-2930340164474214859,"[7, 1, 1, 16]"
blk_7165939739964393997,"[7, 1, 1, 16]"
blk_8572134891710634203,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_7536693147882198965,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 1, 2, 11, 12, 5, 10, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_8706323259251094486,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 3, 4, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_3057845822257859655,"[7, 1, 1, 2, 1, 3, 4, 3, 4, 13, 2, 3, 4, 2, 14, 2, 11, 1, 12, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-1780565608686923167,"[7, 1, 1, 16]"
blk_6020581958434707871,"[7, 1]"
blk_-7390710706320943439,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8674413826212569730,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 2, 3, 4, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_4423128029576346005,"[7, 1]"
blk_8782208400278719319,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-1517677120733471382,"[7, 1, 1, 16]"
blk_4541000363587104455,"[7, 1]"
blk_8691444518565218262,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-1704356550921684323,"[7, 1]"
blk_8993243400688409735,"[7, 1, 1, 1, 2, 2, 2, 17, 3, 4, 17, 3, 4, 17, 3, 4, 8, 6, 6, 6, 5, 5, 5]"
blk_-1946694783635652405,"[7, 1, 1, 2, 2, 1, 3, 4, 3, 4, 3, 4, 13, 2, 14, 2, 12, 11, 1, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_3662628695837082582,"[7, 1]"
blk_4639125578448119006,"[7, 1]"
blk_8131962107083142362,"[7, 1, 1, 1, 2, 4, 2, 2, 3, 4, 3, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9060189346543278218,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-2243172307206444839,"[7, 1]"
blk_591782491993940359,"[7, 1, 1, 16]"
blk_-6877696701654867296,"[7, 1, 1, 16]"
blk_-976339114197076853,"[7, 1, 1, 1, 2, 3, 4, 4, 2, 2, 3, 3, 4, 10, 9, 9, 8, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_4966276028193818154,"[7, 1, 1, 1, 3, 4, 2, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8194134920492115188,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9127128872713018045,"[7, 1]"
blk_8693960090226565974,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_7999241143716748934,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 5, 5, 5, 15]"
blk_3888635850409849568,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 19, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-6635163678784332104,"[7, 1]"
blk_9207848331571087403,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_4241467193520768333,"[7, 1, 1, 1, 3, 31, 22, 29, 22, 23, 23, 3, 26, 24, 3, 3, 25, 1, 25, 1, 2, 3, 4, 4, 2, 3, 13, 14, 1, 2, 12, 11, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_9047244576407600764,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-963887220294303910,"[7, 1, 1, 1, 13, 2, 2, 3, 4, 3, 4, 3, 4, 2, 14, 1, 2, 11, 12, 5, 10, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_8652779608730262978,"[7, 1, 1, 1, 2, 2, 3, 4, 4, 3, 4, 2, 3, 9, 8, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_8948624301149724995,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-6714539128345632048,"[7, 1, 1, 16]"
blk_8909107483987085802,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_97166147087111921,"[7, 1, 1, 16]"
blk_4822695719005003037,"[7, 1, 1, 16]"
blk_9026395315887190620,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 10, 9, 9, 8, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-7654398471919781887,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_9129497990145696927,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-7863092348467419872,"[7, 1]"
blk_8429793834994730436,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_4571377867391061694,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_1724937431375222475,"[7, 1, 1, 16]"
blk_6332309741995759323,"[7, 1, 1, 16]"
blk_1177055878155131978,"[7, 1, 1, 1, 13, 2, 2, 2, 3, 4, 3, 4, 3, 4, 14, 2, 1, 12, 11, 5, 8, 10, 6, 6, 6, 5, 5, 5]"
blk_5585072076669843255,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_5246468989352172544,"[7, 1, 1, 1, 2, 4, 2, 2, 3, 4, 3, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8183994687655608718,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 10, 5, 5, 15]"
blk_8413730281224501690,"[7, 1, 1, 1, 3, 4, 2, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-5017056836614386084,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8707388138665114083,"[7, 1, 1, 1, 2, 4, 3, 4, 3, 4, 2, 2, 3, 10, 10, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_3962200795500094197,"[7, 1]"
blk_8757168740754741153,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 4, 3, 2, 10, 10, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-5491873062414252108,"[7, 1, 1, 16]"
blk_1741192313812062515,"[7, 1, 1, 16]"
blk_5855581235223317034,"[7, 1, 1, 16]"
blk_-1723299265322822158,"[7, 1, 1, 16]"
blk_-6978860414285661081,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 2, 12, 11, 1, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-4533749505208853654,"[7, 1]"
blk_9119436228613123200,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 6, 6, 6, 5, 5, 15, 5]"
blk_-1108570261745126410,"[7, 1]"
blk_1631642677608894197,"[7, 1]"
blk_7633767606604625883,"[7, 1]"
blk_-5179866028324575124,"[7, 1]"
blk_2117488916090595969,"[7, 1, 1, 16]"
blk_2458020460306154509,"[7, 1]"
blk_-568607102839466750,"[7, 1, 1, 16]"
blk_8813324454403027080,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_8873322164119075580,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_4764362935321101162,"[7, 1, 1, 16]"
blk_9009365188330241461,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_7850099720162595783,"[7, 1]"
blk_8207492027125685146,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-3374808099041889007,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-5337684818650166359,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 9, 8, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8404850871200681096,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9174720966448299466,"[7, 1]"
blk_4624916250773145759,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 13, 2, 14, 1, 2, 12, 11, 5, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_-3985742077188020431,"[7, 1]"
blk_26775638343638960,"[7, 1, 1, 16]"
blk_4606891499958893288,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 2, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-39871031604524370,"[7, 1, 1, 1, 2, 2, 2, 17, 3, 4, 17, 3, 4, 17, 3, 4, 8, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_8702679344131899479,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 10, 9, 8, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_8417806984419047873,"[7, 1, 1, 1, 4, 2, 2, 2, 3, 4, 3, 4, 3, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 5, 5, 5, 15, 15]"
blk_-6652848916872735939,"[7, 1, 1, 16]"
blk_1388420868461627042,"[7, 1, 1, 16]"
blk_-138915922182910808,"[7, 1, 1, 16]"
blk_8507612822578254621,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_8072105428039369414,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-2724432861574019576,"[7, 1]"
blk_9011566452376446465,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-4742677645483436110,"[7, 1]"
blk_8449671276190277764,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_7972861293363432138,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_253463337503232111,"[7, 1, 1, 16]"
blk_-5541295715198490097,"[7, 1, 1, 16]"
blk_2819642005003978333,"[7, 1]"
blk_5849703797249834820,"[7, 1]"
blk_9197371713182649170,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5, 15, 15]"
blk_8878081545625451484,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9181863108539738899,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8396866334654406836,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_4796636590711000032,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_-3008838330397640928,"[7, 1]"
blk_-7102656572485588452,"[7, 1, 1, 16]"
blk_6445911672318944838,"[7, 1, 1, 16]"
blk_-4877873206400832171,"[7, 1]"
blk_7778667630552051093,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 6, 6, 6, 5, 5, 5, 15]"
blk_8489007252127237671,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_2445399934794083798,"[7, 1]"
blk_3680251767538222073,"[7, 1]"
blk_-2514128292967219002,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_8788754688695348102,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-7316152892303883522,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6114305689232734183,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_6537394575453502797,"[7, 1]"
blk_-8692505341300910301,"[7, 1, 1, 1, 2, 19, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5]"
blk_9156159853778851166,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-3060969009058971133,"[7, 1]"
blk_8737212007762227498,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-4559953739848945334,"[7, 1, 1, 16]"
blk_4570709986087805683,"[7, 1, 1, 16]"
blk_9044900396738187207,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 4, 2, 3, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_8318715057179023964,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_9013058016674726105,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_-4039322312325628708,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_7045522136141734107,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
blk_101531001839995775,"[7, 1, 1, 1, 20, 2, 2, 2, 3, 4, 3, 4, 3, 4, 21, 1, 1, 5, 2, 2, 12, 11, 11, 5, 8, 6, 6, 6, 5, 5, 5]"
blk_-2329982107536894279,"[7, 1, 1, 16]"
blk_-6597286605518523090,"[7, 1]"
blk_8013056805162205802,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8528642966277767480,"[7, 1, 1, 16]"
blk_7718650590798040279,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 18, 2, 5]"
